model 1,model 2,model 3,model 1 cutoff,model 2 cutoff,model 3 cutoff, ember, mlsec
initial,adversarial_misc,undetect_all,0.99,0.001,0.01,94,84
initial,adversarial_misc,undetect_benign,0.99,0.001,0.234,94,82
initial,adversarial_misc,msf_all,0.99,0.001,0.028,94,81
initial,adversarial_misc,msf_benign,0.99,0.001,0.053,94,82
initial,adversarial_misc,undetect_all,0.99,0.001,0.01,94,83
initial,adversarial_misc,undetect_benign,0.99,0.001,0.234,94,81
initial,adversarial_misc,msf_all,0.99,0.002,0.025,94,81
initial,adversarial_misc,msf_benign,0.99,0.002,0.05,94,82
initial,adversarial_misc,undetect_all,0.99,0.002,0.009,94,83
initial,adversarial_misc,undetect_benign,0.99,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.99,0.002,0.024,94,81
initial,adversarial_misc,msf_benign,0.99,0.002,0.048,94,83
initial,adversarial_misc,undetect_all,0.99,0.002,0.009,94,83
initial,adversarial_misc,undetect_benign,0.99,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.99,0.002,0.024,94,81
initial,adversarial_misc,msf_benign,0.99,0.002,0.045,94,85
initial,adversarial_misc,undetect_all,0.99,0.002,0.008,94,83
initial,adversarial_misc,undetect_benign,0.99,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.99,0.002,0.022,94,81
initial,adversarial_misc,msf_benign,0.99,0.002,0.043,94,86
initial,adversarial_misc,undetect_all,0.99,0.002,0.008,94,82
initial,adversarial_misc,undetect_benign,0.99,0.002,0.234,94,80
initial,adversarial_misc,msf_all,0.99,0.003,0.021,94,80
initial,adversarial_misc,msf_benign,0.99,0.003,0.042,94,86
initial,adversarial_misc,undetect_all,0.99,0.003,0.008,94,82
initial,adversarial_misc,undetect_benign,0.99,0.003,0.234,94,80
initial,adversarial_misc,msf_all,0.99,0.005,0.021,94,79
initial,adversarial_misc,msf_benign,0.99,0.005,0.04,94,85
initial,adversarial_misc,undetect_all,0.99,0.005,0.008,94,81
initial,adversarial_misc,undetect_benign,0.99,0.005,0.234,94,79
initial,adversarial_misc,msf_all,0.99,0.008,0.02,94,77
initial,adversarial_misc,msf_benign,0.99,0.008,0.04,94,83
initial,adversarial_misc,undetect_all,0.99,0.008,0.007,94,78
initial,adversarial_misc,undetect_benign,0.99,0.008,0.234,94,76
initial,adversarial_misc,msf_all,0.99,2,0.02,94,52
initial,adversarial_misc,msf_benign,0.99,2,0.039,94,62
initial,adversarial_misc,undetect_all,0.99,2,0.007,94,60
initial,adversarial_misc,undetect_benign,0.99,2,0.234,94,50
initial,adversarial_misc,msf_all,0.993,0.001,2,94,86
initial,adversarial_misc,msf_benign,0.993,0.001,2,94,86
initial,adversarial_misc,undetect_all,0.993,0.001,2,94,86
initial,adversarial_misc,undetect_benign,0.993,0.001,2,94,86
initial,adversarial_misc,msf_all,0.993,0.001,0.053,94,86
initial,adversarial_misc,msf_benign,0.993,0.001,0.081,94,86
initial,adversarial_misc,undetect_all,0.993,0.001,0.016,94,88
initial,adversarial_misc,undetect_benign,0.993,0.001,0.275,94,86
initial,adversarial_misc,msf_all,0.993,0.001,0.041,94,85
initial,adversarial_misc,msf_benign,0.993,0.001,0.066,94,86
initial,adversarial_misc,undetect_all,0.993,0.001,0.013,94,87
initial,adversarial_misc,undetect_benign,0.993,0.001,0.256,94,85
initial,adversarial_misc,msf_all,0.993,0.001,0.034,94,85
initial,adversarial_misc,msf_benign,0.993,0.001,0.059,94,86
initial,adversarial_misc,undetect_all,0.993,0.001,0.012,94,87
initial,adversarial_misc,undetect_benign,0.993,0.001,0.24,94,85
initial,adversarial_misc,msf_all,0.993,0.001,0.03,93,84
initial,adversarial_misc,msf_benign,0.993,0.001,0.056,94,85
initial,adversarial_misc,undetect_all,0.993,0.001,0.01,93,86
initial,adversarial_misc,undetect_benign,0.993,0.001,0.234,93,84
initial,adversarial_misc,msf_all,0.993,0.001,0.028,93,82
initial,adversarial_misc,msf_benign,0.993,0.001,0.053,94,83
initial,adversarial_misc,undetect_all,0.993,0.001,0.01,93,84
initial,adversarial_misc,undetect_benign,0.993,0.001,0.234,93,82
initial,adversarial_misc,msf_all,0.993,0.001,0.025,93,81
initial,adversarial_misc,msf_benign,0.993,0.001,0.05,94,83
initial,adversarial_misc,undetect_all,0.993,0.001,0.009,93,83
initial,adversarial_misc,undetect_benign,0.993,0.001,0.234,93,81
initial,adversarial_misc,msf_all,0.993,0.002,0.024,93,81
initial,adversarial_misc,msf_benign,0.993,0.002,0.048,94,83
initial,adversarial_misc,undetect_all,0.993,0.002,0.009,93,83
initial,adversarial_misc,undetect_benign,0.993,0.002,0.234,93,81
initial,adversarial_misc,msf_all,0.993,0.002,0.024,93,81
initial,adversarial_misc,msf_benign,0.993,0.002,0.045,94,85
initial,adversarial_misc,undetect_all,0.993,0.002,0.008,93,83
initial,adversarial_misc,undetect_benign,0.993,0.002,0.234,93,81
initial,adversarial_misc,msf_all,0.993,0.002,0.022,93,81
initial,adversarial_misc,msf_benign,0.993,0.002,0.043,94,86
initial,adversarial_misc,undetect_all,0.993,0.002,0.008,93,83
initial,adversarial_misc,undetect_benign,0.993,0.002,0.234,93,81
initial,adversarial_misc,msf_all,0.993,0.002,0.021,93,81
initial,adversarial_misc,msf_benign,0.993,0.002,0.042,94,86
initial,adversarial_misc,undetect_all,0.993,0.002,0.008,93,82
initial,adversarial_misc,undetect_benign,0.993,0.002,0.234,93,80
initial,adversarial_misc,msf_all,0.993,0.003,0.021,93,80
initial,adversarial_misc,msf_benign,0.993,0.003,0.04,94,86
initial,adversarial_misc,undetect_all,0.993,0.003,0.008,93,82
initial,adversarial_misc,undetect_benign,0.993,0.003,0.234,93,80
initial,adversarial_misc,msf_all,0.993,0.005,0.02,93,79
initial,adversarial_misc,msf_benign,0.993,0.005,0.04,94,86
initial,adversarial_misc,undetect_all,0.993,0.005,0.007,93,81
initial,adversarial_misc,undetect_benign,0.993,0.005,0.234,93,79
initial,adversarial_misc,msf_all,0.993,0.008,0.02,93,76
initial,adversarial_misc,msf_benign,0.993,0.008,0.039,94,83
initial,adversarial_misc,undetect_all,0.993,0.008,0.007,93,78
initial,adversarial_misc,undetect_benign,0.993,0.008,0.234,93,76
initial,adversarial_misc,msf_all,0.993,2,0.019,93,52
initial,adversarial_misc,msf_benign,0.993,2,0.037,94,60
initial,adversarial_misc,undetect_all,0.993,2,0.007,93,58
initial,adversarial_misc,undetect_benign,0.993,2,0.234,93,48
initial,adversarial_misc,msf_all,0.995,0.001,2,93,86
initial,adversarial_misc,msf_benign,0.995,0.001,2,93,86
initial,adversarial_misc,undetect_all,0.995,0.001,2,93,86
initial,adversarial_misc,undetect_benign,0.995,0.001,2,93,86
initial,adversarial_misc,msf_all,0.995,0.001,0.053,93,86
initial,adversarial_misc,msf_benign,0.995,0.001,0.081,93,86
initial,adversarial_misc,undetect_all,0.995,0.001,0.016,93,88
initial,adversarial_misc,undetect_benign,0.995,0.001,0.275,93,86
initial,adversarial_misc,msf_all,0.995,0.001,0.041,93,85
initial,adversarial_misc,msf_benign,0.995,0.001,0.066,93,86
initial,adversarial_misc,undetect_all,0.995,0.001,0.013,93,88
initial,adversarial_misc,undetect_benign,0.995,0.001,0.256,93,85
initial,adversarial_misc,msf_all,0.995,0.001,0.034,93,85
initial,adversarial_misc,msf_benign,0.995,0.001,0.059,93,86
initial,adversarial_misc,undetect_all,0.995,0.001,0.012,93,87
initial,adversarial_misc,undetect_benign,0.995,0.001,0.24,93,85
initial,adversarial_misc,msf_all,0.995,0.001,0.03,93,85
initial,adversarial_misc,msf_benign,0.995,0.001,0.056,93,86
initial,adversarial_misc,undetect_all,0.995,0.001,0.01,93,87
initial,adversarial_misc,undetect_benign,0.995,0.001,0.234,93,85
initial,adversarial_misc,msf_all,0.995,0.001,0.028,92,84
initial,adversarial_misc,msf_benign,0.995,0.001,0.053,93,85
initial,adversarial_misc,undetect_all,0.995,0.001,0.01,92,86
initial,adversarial_misc,undetect_benign,0.995,0.001,0.234,93,84
initial,adversarial_misc,msf_all,0.995,0.001,0.025,92,82
initial,adversarial_misc,msf_benign,0.995,0.001,0.05,93,83
initial,adversarial_misc,undetect_all,0.995,0.001,0.009,92,84
initial,adversarial_misc,undetect_benign,0.995,0.001,0.234,93,82
initial,adversarial_misc,msf_all,0.995,0.001,0.024,92,81
initial,adversarial_misc,msf_benign,0.995,0.001,0.048,93,83
initial,adversarial_misc,undetect_all,0.995,0.001,0.009,92,83
initial,adversarial_misc,undetect_benign,0.995,0.001,0.234,92,81
initial,adversarial_misc,msf_all,0.995,0.002,0.024,92,81
initial,adversarial_misc,msf_benign,0.995,0.002,0.045,93,85
initial,adversarial_misc,undetect_all,0.995,0.002,0.008,92,83
initial,adversarial_misc,undetect_benign,0.995,0.002,0.234,92,81
initial,adversarial_misc,msf_all,0.995,0.002,0.022,92,81
initial,adversarial_misc,msf_benign,0.995,0.002,0.043,93,86
initial,adversarial_misc,undetect_all,0.995,0.002,0.008,92,83
initial,adversarial_misc,undetect_benign,0.995,0.002,0.234,92,81
initial,adversarial_misc,msf_all,0.995,0.002,0.021,92,81
initial,adversarial_misc,msf_benign,0.995,0.002,0.042,93,86
initial,adversarial_misc,undetect_all,0.995,0.002,0.008,92,83
initial,adversarial_misc,undetect_benign,0.995,0.002,0.234,92,81
initial,adversarial_misc,msf_all,0.995,0.002,0.021,92,81
initial,adversarial_misc,msf_benign,0.995,0.002,0.04,93,86
initial,adversarial_misc,undetect_all,0.995,0.002,0.008,92,82
initial,adversarial_misc,undetect_benign,0.995,0.002,0.234,92,80
initial,adversarial_misc,msf_all,0.995,0.003,0.02,92,80
initial,adversarial_misc,msf_benign,0.995,0.003,0.04,93,86
initial,adversarial_misc,undetect_all,0.995,0.003,0.007,92,82
initial,adversarial_misc,undetect_benign,0.995,0.003,0.234,92,80
initial,adversarial_misc,msf_all,0.995,0.005,0.02,92,79
initial,adversarial_misc,msf_benign,0.995,0.005,0.039,93,85
initial,adversarial_misc,undetect_all,0.995,0.005,0.007,92,81
initial,adversarial_misc,undetect_benign,0.995,0.005,0.234,92,79
initial,adversarial_misc,msf_all,0.995,0.008,0.019,92,76
initial,adversarial_misc,msf_benign,0.995,0.008,0.037,93,82
initial,adversarial_misc,undetect_all,0.995,0.008,0.007,92,78
initial,adversarial_misc,undetect_benign,0.995,0.008,0.234,92,75
initial,adversarial_misc,msf_all,0.995,2,0.018,92,50
initial,adversarial_misc,msf_benign,0.995,2,0.036,93,59
initial,adversarial_misc,undetect_all,0.995,2,0.007,92,57
initial,adversarial_misc,undetect_benign,0.995,2,0.234,92,46
initial,adversarial_misc,msf_all,0.997,0.001,2,92,86
initial,adversarial_misc,msf_benign,0.997,0.001,2,92,86
initial,adversarial_misc,undetect_all,0.997,0.001,2,92,86
initial,adversarial_misc,undetect_benign,0.997,0.001,2,92,86
initial,adversarial_misc,msf_all,0.997,0.001,0.053,92,85
initial,adversarial_misc,msf_benign,0.997,0.001,0.081,92,85
initial,adversarial_misc,undetect_all,0.997,0.001,0.016,92,87
initial,adversarial_misc,undetect_benign,0.997,0.001,0.275,92,85
initial,adversarial_misc,msf_all,0.997,0.001,0.041,92,85
initial,adversarial_misc,msf_benign,0.997,0.001,0.066,93,86
initial,adversarial_misc,undetect_all,0.997,0.001,0.013,92,87
initial,adversarial_misc,undetect_benign,0.997,0.001,0.256,92,85
initial,adversarial_misc,msf_all,0.997,0.001,0.034,92,85
initial,adversarial_misc,msf_benign,0.997,0.001,0.059,93,86
initial,adversarial_misc,undetect_all,0.997,0.001,0.012,92,87
initial,adversarial_misc,undetect_benign,0.997,0.001,0.24,92,85
initial,adversarial_misc,msf_all,0.997,0.001,0.03,92,85
initial,adversarial_misc,msf_benign,0.997,0.001,0.056,93,85
initial,adversarial_misc,undetect_all,0.997,0.001,0.01,92,87
initial,adversarial_misc,undetect_benign,0.997,0.001,0.234,92,85
initial,adversarial_misc,msf_all,0.997,0.001,0.028,92,84
initial,adversarial_misc,msf_benign,0.997,0.001,0.053,93,85
initial,adversarial_misc,undetect_all,0.997,0.001,0.01,92,86
initial,adversarial_misc,undetect_benign,0.997,0.001,0.234,92,84
initial,adversarial_misc,msf_all,0.997,0.001,0.025,92,83
initial,adversarial_misc,msf_benign,0.997,0.001,0.05,92,85
initial,adversarial_misc,undetect_all,0.997,0.001,0.009,92,85
initial,adversarial_misc,undetect_benign,0.997,0.001,0.234,92,83
initial,adversarial_misc,msf_all,0.997,0.001,0.024,92,81
initial,adversarial_misc,msf_benign,0.997,0.001,0.048,92,83
initial,adversarial_misc,undetect_all,0.997,0.001,0.009,92,83
initial,adversarial_misc,undetect_benign,0.997,0.001,0.234,92,82
initial,adversarial_misc,msf_all,0.997,0.001,0.024,92,81
initial,adversarial_misc,msf_benign,0.997,0.001,0.045,92,85
initial,adversarial_misc,undetect_all,0.997,0.001,0.008,92,83
initial,adversarial_misc,undetect_benign,0.997,0.001,0.234,92,81
initial,adversarial_misc,msf_all,0.997,0.002,0.022,92,81
initial,adversarial_misc,msf_benign,0.997,0.002,0.043,92,86
initial,adversarial_misc,undetect_all,0.997,0.002,0.008,91,82
initial,adversarial_misc,undetect_benign,0.997,0.002,0.234,92,80
initial,adversarial_misc,msf_all,0.997,0.002,0.021,92,81
initial,adversarial_misc,msf_benign,0.997,0.002,0.042,92,86
initial,adversarial_misc,undetect_all,0.997,0.002,0.008,91,82
initial,adversarial_misc,undetect_benign,0.997,0.002,0.234,92,80
initial,adversarial_misc,msf_all,0.997,0.002,0.021,92,80
initial,adversarial_misc,msf_benign,0.997,0.002,0.04,92,86
initial,adversarial_misc,undetect_all,0.997,0.002,0.008,91,82
initial,adversarial_misc,undetect_benign,0.997,0.002,0.234,92,80
initial,adversarial_misc,msf_all,0.997,0.002,0.02,91,80
initial,adversarial_misc,msf_benign,0.997,0.002,0.04,92,86
initial,adversarial_misc,undetect_all,0.997,0.002,0.007,91,82
initial,adversarial_misc,undetect_benign,0.997,0.002,0.234,92,80
initial,adversarial_misc,msf_all,0.997,0.003,0.02,91,79
initial,adversarial_misc,msf_benign,0.997,0.003,0.039,92,86
initial,adversarial_misc,undetect_all,0.997,0.003,0.007,91,81
initial,adversarial_misc,undetect_benign,0.997,0.003,0.234,92,79
initial,adversarial_misc,msf_all,0.997,0.005,0.019,91,78
initial,adversarial_misc,msf_benign,0.997,0.005,0.037,92,85
initial,adversarial_misc,undetect_all,0.997,0.005,0.007,91,80
initial,adversarial_misc,undetect_benign,0.997,0.005,0.234,92,78
initial,adversarial_misc,msf_all,0.997,0.008,0.018,91,75
initial,adversarial_misc,msf_benign,0.997,0.008,0.036,92,82
initial,adversarial_misc,undetect_all,0.997,0.008,0.007,91,77
initial,adversarial_misc,undetect_benign,0.997,0.008,0.234,91,75
initial,adversarial_misc,msf_all,0.997,2,0.018,91,49
initial,adversarial_misc,msf_benign,0.997,2,0.035,92,58
initial,adversarial_misc,undetect_all,0.997,2,0.006,91,55
initial,adversarial_misc,undetect_benign,0.997,2,0.234,91,45
initial,adversarial_misc,msf_all,0.999,0.001,2,90,85
initial,adversarial_misc,msf_benign,0.999,0.001,2,90,85
initial,adversarial_misc,undetect_all,0.999,0.001,2,90,85
initial,adversarial_misc,undetect_benign,0.999,0.001,2,90,85
initial,adversarial_misc,msf_all,0.999,0.001,0.053,90,85
initial,adversarial_misc,msf_benign,0.999,0.001,0.081,91,85
initial,adversarial_misc,undetect_all,0.999,0.001,0.016,90,87
initial,adversarial_misc,undetect_benign,0.999,0.001,0.275,90,85
initial,adversarial_misc,msf_all,0.999,0.001,0.041,90,84
initial,adversarial_misc,msf_benign,0.999,0.001,0.066,91,85
initial,adversarial_misc,undetect_all,0.999,0.001,0.013,90,86
initial,adversarial_misc,undetect_benign,0.999,0.001,0.256,90,84
initial,adversarial_misc,msf_all,0.999,0.001,0.034,90,84
initial,adversarial_misc,msf_benign,0.999,0.001,0.059,91,85
initial,adversarial_misc,undetect_all,0.999,0.001,0.012,90,86
initial,adversarial_misc,undetect_benign,0.999,0.001,0.24,90,84
initial,adversarial_misc,msf_all,0.999,0.001,0.03,90,84
initial,adversarial_misc,msf_benign,0.999,0.001,0.056,91,84
initial,adversarial_misc,undetect_all,0.999,0.001,0.01,90,86
initial,adversarial_misc,undetect_benign,0.999,0.001,0.234,90,84
initial,adversarial_misc,msf_all,0.999,0.001,0.028,90,83
initial,adversarial_misc,msf_benign,0.999,0.001,0.053,91,84
initial,adversarial_misc,undetect_all,0.999,0.001,0.01,90,85
initial,adversarial_misc,undetect_benign,0.999,0.001,0.234,90,83
initial,adversarial_misc,msf_all,0.999,0.001,0.025,90,83
initial,adversarial_misc,msf_benign,0.999,0.001,0.05,91,84
initial,adversarial_misc,undetect_all,0.999,0.001,0.009,90,85
initial,adversarial_misc,undetect_benign,0.999,0.001,0.234,90,83
initial,adversarial_misc,msf_all,0.999,0.001,0.024,90,82
initial,adversarial_misc,msf_benign,0.999,0.001,0.048,91,84
initial,adversarial_misc,undetect_all,0.999,0.001,0.009,90,84
initial,adversarial_misc,undetect_benign,0.999,0.001,0.234,90,82
initial,adversarial_misc,msf_all,0.999,0.001,0.024,90,80
initial,adversarial_misc,msf_benign,0.999,0.001,0.045,91,85
initial,adversarial_misc,undetect_all,0.999,0.001,0.008,90,82
initial,adversarial_misc,undetect_benign,0.999,0.001,0.234,90,80
initial,adversarial_misc,msf_all,0.999,0.001,0.022,90,79
initial,adversarial_misc,msf_benign,0.999,0.001,0.043,91,85
initial,adversarial_misc,undetect_all,0.999,0.001,0.008,90,81
initial,adversarial_misc,undetect_benign,0.999,0.001,0.234,90,79
initial,adversarial_misc,msf_all,0.999,0.002,0.021,90,79
initial,adversarial_misc,msf_benign,0.999,0.002,0.042,91,85
initial,adversarial_misc,undetect_all,0.999,0.002,0.008,90,81
initial,adversarial_misc,undetect_benign,0.999,0.002,0.234,90,79
initial,adversarial_misc,msf_all,0.999,0.002,0.021,90,79
initial,adversarial_misc,msf_benign,0.999,0.002,0.04,91,85
initial,adversarial_misc,undetect_all,0.999,0.002,0.008,90,81
initial,adversarial_misc,undetect_benign,0.999,0.002,0.234,90,79
initial,adversarial_misc,msf_all,0.999,0.002,0.02,90,79
initial,adversarial_misc,msf_benign,0.999,0.002,0.04,91,85
initial,adversarial_misc,undetect_all,0.999,0.002,0.007,90,81
initial,adversarial_misc,undetect_benign,0.999,0.002,0.234,90,78
initial,adversarial_misc,msf_all,0.999,0.002,0.02,90,78
initial,adversarial_misc,msf_benign,0.999,0.002,0.039,91,85
initial,adversarial_misc,undetect_all,0.999,0.002,0.007,90,80
initial,adversarial_misc,undetect_benign,0.999,0.002,0.234,90,78
initial,adversarial_misc,msf_all,0.999,0.003,0.019,90,78
initial,adversarial_misc,msf_benign,0.999,0.003,0.037,91,85
initial,adversarial_misc,undetect_all,0.999,0.003,0.007,89,79
initial,adversarial_misc,undetect_benign,0.999,0.003,0.234,90,77
initial,adversarial_misc,msf_all,0.999,0.005,0.018,89,77
initial,adversarial_misc,msf_benign,0.999,0.005,0.036,91,84
initial,adversarial_misc,undetect_all,0.999,0.005,0.007,89,78
initial,adversarial_misc,undetect_benign,0.999,0.005,0.234,90,76
initial,adversarial_misc,msf_all,0.999,0.008,0.018,89,73
initial,adversarial_misc,msf_benign,0.999,0.008,0.035,91,81
initial,adversarial_misc,undetect_all,0.999,0.008,0.006,89,75
initial,adversarial_misc,undetect_benign,0.999,0.008,0.234,90,73
initial,adversarial_misc,msf_all,0.999,2,0.017,89,48
initial,adversarial_misc,msf_benign,0.999,2,0.034,91,56
initial,adversarial_misc,undetect_all,0.999,2,0.006,89,53
initial,adversarial_misc,undetect_benign,0.999,2,0.234,89,42
initial,adversarial_misc,msf_all,1,0.001,2,87,84
initial,adversarial_misc,msf_benign,1,0.001,2,87,84
initial,adversarial_misc,undetect_all,1,0.001,2,87,84
initial,adversarial_misc,undetect_benign,1,0.001,2,87,84
initial,adversarial_misc,msf_all,1,0.001,0.053,87,84
initial,adversarial_misc,msf_benign,1,0.001,0.081,88,84
initial,adversarial_misc,undetect_all,1,0.001,0.016,87,86
initial,adversarial_misc,undetect_benign,1,0.001,0.275,88,84
initial,adversarial_misc,msf_all,1,0.001,0.041,87,84
initial,adversarial_misc,msf_benign,1,0.001,0.066,88,84
initial,adversarial_misc,undetect_all,1,0.001,0.013,87,86
initial,adversarial_misc,undetect_benign,1,0.001,0.256,88,84
initial,adversarial_misc,msf_all,1,0.001,0.034,87,83
initial,adversarial_misc,msf_benign,1,0.001,0.059,88,84
initial,adversarial_misc,undetect_all,1,0.001,0.012,87,85
initial,adversarial_misc,undetect_benign,1,0.001,0.24,88,83
initial,adversarial_misc,msf_all,1,0.001,0.03,87,83
initial,adversarial_misc,msf_benign,1,0.001,0.056,88,84
initial,adversarial_misc,undetect_all,1,0.001,0.01,87,85
initial,adversarial_misc,undetect_benign,1,0.001,0.234,88,83
initial,adversarial_misc,msf_all,1,0.001,0.028,87,83
initial,adversarial_misc,msf_benign,1,0.001,0.053,88,84
initial,adversarial_misc,undetect_all,1,0.001,0.01,87,85
initial,adversarial_misc,undetect_benign,1,0.001,0.234,88,83
initial,adversarial_misc,msf_all,1,0.001,0.025,87,82
initial,adversarial_misc,msf_benign,1,0.001,0.05,88,84
initial,adversarial_misc,undetect_all,1,0.001,0.009,87,84
initial,adversarial_misc,undetect_benign,1,0.001,0.234,88,82
initial,adversarial_misc,msf_all,1,0.001,0.024,87,82
initial,adversarial_misc,msf_benign,1,0.001,0.048,89,84
initial,adversarial_misc,undetect_all,1,0.001,0.009,87,84
initial,adversarial_misc,undetect_benign,1,0.001,0.234,87,82
initial,adversarial_misc,msf_all,1,0.001,0.024,87,81
initial,adversarial_misc,msf_benign,1,0.001,0.045,88,85
initial,adversarial_misc,undetect_all,1,0.001,0.008,87,83
initial,adversarial_misc,undetect_benign,1,0.001,0.234,87,81
initial,adversarial_misc,msf_all,1,0.001,0.022,87,79
initial,adversarial_misc,msf_benign,1,0.001,0.043,89,85
initial,adversarial_misc,undetect_all,1,0.001,0.008,87,81
initial,adversarial_misc,undetect_benign,1,0.001,0.234,87,79
initial,adversarial_misc,msf_all,1,0.001,0.021,87,78
initial,adversarial_misc,msf_benign,1,0.001,0.042,89,84
initial,adversarial_misc,undetect_all,1,0.001,0.008,87,80
initial,adversarial_misc,undetect_benign,1,0.001,0.234,87,78
initial,adversarial_misc,msf_all,1,0.002,0.021,87,78
initial,adversarial_misc,msf_benign,1,0.002,0.04,89,84
initial,adversarial_misc,undetect_all,1,0.002,0.008,87,80
initial,adversarial_misc,undetect_benign,1,0.002,0.234,87,78
initial,adversarial_misc,msf_all,1,0.002,0.02,87,78
initial,adversarial_misc,msf_benign,1,0.002,0.04,89,85
initial,adversarial_misc,undetect_all,1,0.002,0.007,87,80
initial,adversarial_misc,undetect_benign,1,0.002,0.234,87,78
initial,adversarial_misc,msf_all,1,0.002,0.02,87,78
initial,adversarial_misc,msf_benign,1,0.002,0.039,89,84
initial,adversarial_misc,undetect_all,1,0.002,0.007,87,79
initial,adversarial_misc,undetect_benign,1,0.002,0.234,87,77
initial,adversarial_misc,msf_all,1,0.002,0.019,87,77
initial,adversarial_misc,msf_benign,1,0.002,0.037,89,84
initial,adversarial_misc,undetect_all,1,0.002,0.007,87,79
initial,adversarial_misc,undetect_benign,1,0.002,0.234,87,77
initial,adversarial_misc,msf_all,1,0.003,0.018,87,76
initial,adversarial_misc,msf_benign,1,0.003,0.036,88,84
initial,adversarial_misc,undetect_all,1,0.003,0.007,87,78
initial,adversarial_misc,undetect_benign,1,0.003,0.234,87,76
initial,adversarial_misc,msf_all,1,0.005,0.018,87,75
initial,adversarial_misc,msf_benign,1,0.005,0.035,88,83
initial,adversarial_misc,undetect_all,1,0.005,0.006,87,76
initial,adversarial_misc,undetect_benign,1,0.005,0.234,87,74
initial,adversarial_misc,msf_all,1,0.008,0.017,87,73
initial,adversarial_misc,msf_benign,1,0.008,0.034,88,79
initial,adversarial_misc,undetect_all,1,0.008,0.006,87,73
initial,adversarial_misc,undetect_benign,1,0.008,0.234,87,71
initial,adversarial_misc,msf_all,1,2,0.017,87,45
initial,adversarial_misc,msf_benign,1,2,0.033,88,53
initial,adversarial_misc,undetect_all,1,2,0.006,87,49
initial,adversarial_misc,undetect_benign,1,2,0.234,87,38
initial,adversarial_misc,msf_all,1,0.001,2,12,66
initial,adversarial_misc,msf_benign,1,0.001,2,12,66
initial,adversarial_misc,undetect_all,1,0.001,2,12,66
initial,adversarial_misc,undetect_benign,1,0.001,2,12,66
initial,adversarial_misc,msf_all,1,0.001,0.053,12,66
initial,adversarial_misc,msf_benign,1,0.001,0.081,14,67
initial,adversarial_misc,undetect_all,1,0.001,0.016,12,68
initial,adversarial_misc,undetect_benign,1,0.001,0.275,12,66
initial,adversarial_misc,msf_all,1,0.001,0.041,11,65
initial,adversarial_misc,msf_benign,1,0.001,0.066,14,66
initial,adversarial_misc,undetect_all,1,0.001,0.013,11,67
initial,adversarial_misc,undetect_benign,1,0.001,0.256,12,65
initial,adversarial_misc,msf_all,1,0.001,0.034,11,65
initial,adversarial_misc,msf_benign,1,0.001,0.059,14,67
initial,adversarial_misc,undetect_all,1,0.001,0.012,11,67
initial,adversarial_misc,undetect_benign,1,0.001,0.24,12,65
initial,adversarial_misc,msf_all,1,0.001,0.03,11,64
initial,adversarial_misc,msf_benign,1,0.001,0.056,14,67
initial,adversarial_misc,undetect_all,1,0.001,0.01,11,66
initial,adversarial_misc,undetect_benign,1,0.001,0.234,12,64
initial,adversarial_misc,msf_all,1,0.001,0.028,11,64
initial,adversarial_misc,msf_benign,1,0.001,0.053,14,66
initial,adversarial_misc,undetect_all,1,0.001,0.01,11,66
initial,adversarial_misc,undetect_benign,1,0.001,0.234,11,64
initial,adversarial_misc,msf_all,1,0.001,0.025,11,63
initial,adversarial_misc,msf_benign,1,0.001,0.05,14,67
initial,adversarial_misc,undetect_all,1,0.001,0.009,11,65
initial,adversarial_misc,undetect_benign,1,0.001,0.234,11,64
initial,adversarial_misc,msf_all,1,0.001,0.024,11,63
initial,adversarial_misc,msf_benign,1,0.001,0.048,14,66
initial,adversarial_misc,undetect_all,1,0.001,0.009,11,65
initial,adversarial_misc,undetect_benign,1,0.001,0.234,11,63
initial,adversarial_misc,msf_all,1,0.001,0.024,10,63
initial,adversarial_misc,msf_benign,1,0.001,0.045,14,68
initial,adversarial_misc,undetect_all,1,0.001,0.008,10,64
initial,adversarial_misc,undetect_benign,1,0.001,0.234,11,63
initial,adversarial_misc,msf_all,1,0.001,0.022,10,61
initial,adversarial_misc,msf_benign,1,0.001,0.043,14,67
initial,adversarial_misc,undetect_all,1,0.001,0.008,10,63
initial,adversarial_misc,undetect_benign,1,0.001,0.234,10,61
initial,adversarial_misc,msf_all,1,0.001,0.021,10,59
initial,adversarial_misc,msf_benign,1,0.001,0.042,14,66
initial,adversarial_misc,undetect_all,1,0.001,0.008,10,60
initial,adversarial_misc,undetect_benign,1,0.001,0.234,10,59
initial,adversarial_misc,msf_all,1,0.001,0.021,9,57
initial,adversarial_misc,msf_benign,1,0.001,0.04,13,65
initial,adversarial_misc,undetect_all,1,0.001,0.008,9,59
initial,adversarial_misc,undetect_benign,1,0.001,0.234,9,57
initial,adversarial_misc,msf_all,1,0.002,0.02,9,56
initial,adversarial_misc,msf_benign,1,0.002,0.04,13,65
initial,adversarial_misc,undetect_all,1,0.002,0.007,9,58
initial,adversarial_misc,undetect_benign,1,0.002,0.234,9,56
initial,adversarial_misc,msf_all,1,0.002,0.02,8,56
initial,adversarial_misc,msf_benign,1,0.002,0.039,13,64
initial,adversarial_misc,undetect_all,1,0.002,0.007,8,57
